Site Name,Region,Integracion ACK,GAP IMP,Ejecuta,Fase,Tipo Pendiente,Owner_5G,Ing NPO,Estado Estabilidad,Comentario NI,FC Visita 5G,FC Integracion,Revision Calidad,Periodo Estabilidad OK,Sitio,DN_5G,ALARM_TIME,CANCEL_TIME,ALARM_NUMBER_5G,TEXT_5G,SUPPLEMENTARY_INFO_5G,LNBTS_Name,DN_4G,SUPPLEMENTARY_INFO_4G,ALARM_NUMBER_4G,TEXT_4G,Owner_4G,Alarm Name_4G,Default Severity_4G,Meaning_4G
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:26:45,2024-02-08 21:32:35,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:34:25,2024-02-08 21:35:07,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:37:30,2024-02-08 21:41:39,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:43:38,2024-02-08 21:43:55,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:47:04,2024-02-08 21:51:07,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:52:17,2024-02-08 21:52:27,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:53:34,2024-02-08 21:54:59,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 21:58:47,2024-02-08 22:03:55,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 22:05:11,2024-02-08 22:09:23,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 22:10:31,2024-02-08 22:24:19,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 22:26:55,2024-02-08 22:40:43,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 22:51:03,2024-02-08 23:10:35,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
BAR.Buenavista-2 (P1),Costa,25/10/2022,0140.Integrado,Nokia,5G_Fase_1,Afecta Encendido 5G,Claro,,Falla Tx,"Ayer estuvimos en el sitio realizando mediciones y en los 3 sectores se presentaron intermitencias que impidieron realizar pruebas exitosas y completas. En los 3 sectores el móvil constantemente pierde la conexión a 5G y se pasa a 4G durante las pruebas estáticas.


Adjunto evidencias para que por favor nos ayuden con la revisión de fibras y HW en sitio ya que el mismo es de los sitios de Primer Anillo de los Prioritarios para el Lanzamiento Comercial:

",,21/10/2022,Aprobado RR,,BAR.Buenavista-2 (P1),PLMN-PLMN/MRBTS-12439/NRBTS-12439/NRCELL-1,2024-02-08 23:12:09,2024-02-08 23:18:03,7114,CELL SERVICE PROBLEM,Cell problem due to associated X2 links and/or NG links and/or E1 link unavailability,"['BAR.Santa Monica', 'BAR.Buenavista-2 (P3)']","['PLMN-PLMN/MRBTS-786661/LNBTS-786661', 'PLMN-PLMN/MRBTS-786691/LNBTS-786691']","['Inter eNB CA parameter(s) inconsistency in between eNBs', 'Latency of the link for inter-site CA permanently exceeds threshold']","[7112, 7107]","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['NI', 'Claro']","['BASE STATION CONFIGURATION PROBLEM', 'BASE STATION CONNECTIVITY PROBLEM']","['Critical,Major', 'Critical,Major']","['One or more base station configuration parameters have been specified incorrectly, or are inconsistent with the actual configuration. The alarm is also reported when  base station property file does not contain properties of detected hardware or reported due to some hardware configuration issues, for example, unsupported hardware is detected, cables to radio modules are too long, there is too big of a difference in the length of parallel cables, etc. \nThe problem causes a base station unit/service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.', 'A fault has occurred in the base station connected to the core network elements or neighbor elements (other base stations connected by radio network or connected physically in radio sharing or CRAN (Centralize Radio Access Network) configurations). \nThe problem causes a base station unit or service to be degraded or faulty.\nCheck the reason for the fault from the supplementary text field of the alarm.']"
