mo_distname_parent,adjgnbid,name,MRBTS_Name,LNBTS_Name,mrbts_id,lnbts_id,nrdcdpr_id,carrierfreqnrcell,quantityconfigid,ssbduration,ssboffset,ssbperiodicity,ssbsubcarrierspacing
PLMN-PLMN/MRBTS-524603/LNBTS-524603,11608,MED.Balsos con 34-3,MED.Club Country,MED.Club Country,524603,524603,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611792/LNBTS-611792,613423,CAL.Centenario,CAL.Altos de Juanambu,CAL.Altos de Juanambu,611792,611792,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2564/LNBTS-2564,11891,BOG.Campo Alegre-3,BOG.Unicentro-5,BOG.Unicentro-5,2564,2564,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-612455/LNBTS-612455,16073,CAL.Piloto,CAL.Piloto-2,CAL.Piloto-2,612455,612455,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-6357/LNBTS-6357,15751,BOG.North Point-2,BOG.North Point-2,BOG.North Point-2,6357,6357,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-787476/LNBTS-787476,12580,BAR.Springfield:H3,BAR.Altos de Riomar-2 (P1),BAR.Altos de Riomar-2 (P1),787476,787476,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-515/LNBTS-515,15843,BOG.Umb,BOG.Umb,BOG.Umb,515,515,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786661/LNBTS-786661,12490,BAR.Buenavista-2 (P3),BAR.Santa Monica,BAR.Santa Monica,786661,786661,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3560/LNBTS-3560,11787,BOG.Cementos Tequendama,BOG.Cementos Tequendama,BOG.Cementos Tequendama,3560,3560,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-9520/LNBTS-9520,15273,BOG.El Greco,BOG.El Greco,BOG.El Greco,9520,9520,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1889/LNBTS-1889,15688,BOG.Cataluna-2,BOG.Cataluna-2,BOG.Cataluna-2,1889,1889,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524979/LNBTS-524979,11650,MED.Los Sauces,MED.La Colinita,MED.La Colinita,524979,524979,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524540/LNBTS-524540,12107,MED.Plaza Mayor,MED.Plaza Mayor,MED.Plaza Mayor,524540,524540,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524595/LNBTS-524595,11649,MED.Colegiatura,MED.Castropol,MED.Castropol,524595,524595,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524501/LNBTS-524501,12405,MED.La Mayoria,MED.La 65:H1,MED.La 65:H1,524501,524501,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524622/LNBTS-524622,11636,MED.Hotel Dann,MED.Exito Poblado,MED.Exito Poblado,524622,524622,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-6658/LNBTS-6658,11572,BOG.Quinta Camacho-3,BOG.Antiguo Country-3,BOG.Antiguo Country-3,6658,6658,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524649/LNBTS-524649,12101,MED.Patio Bonito,MED.Manila,MED.Manila,524649,524649,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524649/LNBTS-524649,12163,MED.Tabaco,MED.Manila,MED.Manila,524649,524649,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525217/LNBTS-525217,11660,MED.San Lucas-2,MED.San Lucas-2,MED.San Lucas-2,525217,525217,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-575/LNBTS-575,11764,BOG.AeropuertoPA84,BOG.Aldea Fontibon,BOG.Aldea Fontibon,575,575,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-9348/LNBTS-9348,15303,BOG.IND Fundacion Santafe-4,BOG.IND Fundacion Santafe-4,BOG.IND Fundacion Santafe-4,9348,9348,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-319/LNBTS-319,11553,BOG.Andino-1,BOG.Nogal,BOG.Nogal,319,319,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786834/LNBTS-786834,12488,BAR.Sorrento,BAR.Sorrento,BAR.Sorrento,786834,786834,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2665/LNBTS-2665,15663,BOG.Atavanza,BOG.Atavanza,BOG.Atavanza,2665,2665,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-323/LNBTS-323,11834,BOG.Uniandes,BOG.Periodistas-1,BOG.Periodistas-1,323,323,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3259/LNBTS-3259,16211,BOG.Centro Industrial-2,BOG.Centro Industrial-2,BOG.Centro Industrial-2,3259,3259,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524678/LNBTS-524678,11624,MED.Ensenanza,MED.Santa Maria de los Angeles,MED.Santa Maria de los Angeles,524678,524678,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524994/LNBTS-524994,12147,MED.Industriales,MED.Tenche-3,MED.Tenche-3,524994,524994,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525644/LNBTS-525644,12151,MED.Los Huesos,MED.Plaza Mayor Cubo-1,MED.Plaza Mayor Cubo-1,525644,525644,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525189/LNBTS-525189,12117,MED.Cohan,MED.Terminal del Sur,MED.Terminal del Sur,525189,525189,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1061/LNBTS-1061,16302,BOG.Villa del Prado,BOG.Villa del Prado,BOG.Villa del Prado,1061,1061,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524595/LNBTS-524595,11658,MED.Pintuco,MED.Castropol,MED.Castropol,524595,524595,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-789774/LNBTS-789774,16326,CAR.Bco Popular-1,CAR.La Vitrola Reub II,CAR.La Vitrola Reub II,789774,789774,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1253/LNBTS-1253,16687,,CUC.Centro,CUC.Centro,1253,1253,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524629/LNBTS-524629,12109,MED.San Carbon,MED.Inter,MED.Inter,524629,524629,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524622/LNBTS-524622,12109,MED.San Carbon,MED.Exito Poblado,MED.Exito Poblado,524622,524622,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-6658/LNBTS-6658,11829,BOG.Calle 90-2:H2,BOG.Antiguo Country-3,BOG.Antiguo Country-3,6658,6658,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1125/LNBTS-1125,16243,BUC.Exito,BUC.Chicamocha,BUC.Chicamocha,1125,1125,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524654/LNBTS-524654,11658,MED.Pintuco,MED.Megacenter,MED.Megacenter,524654,524654,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1166/LNBTS-1166,16375,BUC.Centro,BUC.San Pio,BUC.San Pio,1166,1166,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524687/LNBTS-524687,11667,MED.Universidad Envigado,MED.Universidad Envigado,MED.Universidad Envigado,524687,524687,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524517/LNBTS-524517,11653,MED.Exito San Antonio,MED.Los Huesos,MED.Los Huesos,524517,524517,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524590/LNBTS-524590,12152,MED.Monterrey,MED.Balsos con 34-3,MED.Balsos con 34-3,524590,524590,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-935/LNBTS-935,16293,BOG.Tibana,BOG.Primavera Occ,BOG.Primavera Occ,935,935,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524642/LNBTS-524642,12093,MED.Inter,MED.Las Palmas,MED.Las Palmas,524642,524642,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786680/LNBTS-786680,12504,BAR.Caribe,BAR.Alto Prado-2,BAR.Alto Prado-2,786680,786680,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525452/LNBTS-525452,12084,MED.Poblado,MED.Cl.Rosario Poblado:H2,MED.Cl.Rosario Poblado:H2,525452,525452,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-660/LNBTS-660,15214,BOG.Can-2,BOG.Can-2,BOG.Can-2,660,660,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-608/LNBTS-608,15670,BOG.Barrancas,BOG.Barrancas,BOG.Barrancas,608,608,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1178/LNBTS-1178,16385,BUC.Gaitan,BUC.Universidad,BUC.Universidad,1178,1178,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524638/LNBTS-524638,11619,MED.Club Campestre,MED.La Frontera,MED.La Frontera,524638,524638,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786729/LNBTS-786729,12505,BAR.Caridad del Cobre,BAR.Ciudad Jardin,BAR.Ciudad Jardin,786729,786729,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524994/LNBTS-524994,11642,MED.CC Punto Clave,MED.Tenche-3,MED.Tenche-3,524994,524994,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2479/LNBTS-2479,11823,BOG.Rb Paseo Bolivar,BOG.Rb Calle 86-2:H3,BOG.Rb Calle 86-2:H3,2479,2479,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1157/LNBTS-1157,16440,BUC.San Francisco,BUC.Parque Bolivar,BUC.Parque Bolivar,1157,1157,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1164/LNBTS-1164,16445,BUC.U Industrial,BUC.San Alonso,BUC.San Alonso,1164,1164,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2793/LNBTS-2793,15359,BOG.Modelia Occidental,BOG.Modelia Occidental,BOG.Modelia Occidental,2793,2793,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-8912/LNBTS-8912,11554,BOG.Andino-3,BOG.Rb Calle 86-2:H3,BOG.Rb Calle 86-2:H3,8912,8912,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524540/LNBTS-524540,11635,MED.Altos de San Diego,MED.Plaza Mayor,MED.Plaza Mayor,524540,524540,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-992/LNBTS-992,16255,BOG.Rb Ricaurte-2:H1,BOG.Santa Isabel,BOG.Santa Isabel,992,992,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786740/LNBTS-786740,12512,BAR.Ciudad Jardin,BAR.Delicias,BAR.Delicias,786740,786740,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-789503/LNBTS-789503,16289,CAR.Av Venezuela:P1,CAR.Av Venezuela:P1,CAR.Av Venezuela:P1,789503,789503,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-612391/LNBTS-612391,16184,CAL.Javeriana-2,CAL.Javeriana-2,CAL.Javeriana-2,612391,612391,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524568/LNBTS-524568,12144,MED.IBM,MED.Terminal del Sur,MED.Terminal del Sur,524568,524568,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-621/LNBTS-621,15200,BOG.Bonanza-2,BOG.Bonanza-2,BOG.Bonanza-2,621,621,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611974/LNBTS-611974,16088,CAL.Sigma,CAL.Sigma,CAL.Sigma,611974,611974,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524556/LNBTS-524556,11602,MED.Cl.Rosario Poblado,MED.San Julian,MED.San Julian,524556,524556,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-611906/LNBTS-611906,16036,CAL.Lido,CAL.Lido,CAL.Lido,611906,611906,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-4208/LNBTS-4208,16438,BUC.Rb Neomundo,BUC.Rb Neomundo,BUC.Rb Neomundo,4208,4208,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525558/LNBTS-525558,11646,MED.Loma de los Benedictinos,MED.RB Atempi,MED.RB Atempi,525558,525558,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-8208/LNBTS-8208,15648,BOG.Torre Argos,BOG.Torre Argos,BOG.Torre Argos,8208,8208,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1024/LNBTS-1024,11763,BOG.AeropuertoPA72,BOG.Terminal Engativa,BOG.Terminal Engativa,1024,1024,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-612455/LNBTS-612455,16272,CAL.RB Colombina,CAL.Piloto-2,CAL.Piloto-2,612455,612455,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-787218/LNBTS-787218,12567,BAR.Price Smart (P1),BAR.Price Smart (P1),BAR.Price Smart (P1),787218,787218,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-669/LNBTS-669,11560,BOG.Chico Norte-2,BOG.Carrera 11,BOG.Carrera 11,669,669,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524552/LNBTS-524552,12159,MED.San Diego,MED.San Diego,MED.San Diego,524552,524552,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524625/LNBTS-524625,12145,MED.IND CC Premium:H1,MED.Hormiguero-2,MED.Hormiguero-2,524625,524625,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524464/LNBTS-524464,12087,MED.San Lucas,MED.Cohan,MED.Cohan,524464,524464,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786739/LNBTS-786739,12505,BAR.Caridad del Cobre,BAR.Cumbre,BAR.Cumbre,786739,786739,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-687/LNBTS-687,11990,BOG.Calle 95,BOG.Chico-2,BOG.Chico-2,687,687,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524601/LNBTS-524601,11661,MED.Vizcaya-2,MED.Cl.Medellin,MED.Cl.Medellin,524601,524601,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-12880/LNBTS-12880,11655,MED.Jardin Botanico,MED.Palos Verdes,MED.Palos Verdes,12880,12880,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1119/LNBTS-1119,16110,BUC.Balcones de Provenza,BUC.Canaveral,BUC.Canaveral,1119,1119,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-3247/LNBTS-3247,11782,BOG.Unicentro-5,BOG.IND CC Unicentro,BOG.IND CC Unicentro,3247,3247,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786595/LNBTS-786595,16326,CAR.Bco Popular-1,CAR.Manga,CAR.Manga,786595,786595,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524558/LNBTS-524558,12153,MED.Palms Avennue,MED.Santa Fe,MED.Santa Fe,524558,524558,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-788813/LNBTS-788813,16324,CAR.Av Venezuela:P2,CAR.C Amurallado,CAR.C Amurallado,788813,788813,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524649/LNBTS-524649,12097,MED.Lleras,MED.Manila,MED.Manila,524649,524649,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786741/LNBTS-786741,12521,BAR.Delicias-2,BAR.Delicias-2,BAR.Delicias-2,786741,786741,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524596/LNBTS-524596,11651,MED.Milla de Oro,MED.CC Santafe,MED.CC Santafe,524596,524596,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786717/LNBTS-786717,12568,BAR.RB Calle 70 (P1),BAR.Carulla 72,BAR.Carulla 72,786717,786717,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786717/LNBTS-786717,12506,BAR.Carulla 72,BAR.Carulla 72,BAR.Carulla 72,786717,786717,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-272/LNBTS-272,11572,BOG.Quinta Camacho-3,BOG.Parque 93-1,BOG.Parque 93-1,272,272,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525450/LNBTS-525450,12083,MED.ISA,MED.Balsos con Tesoro,MED.Balsos con Tesoro,525450,525450,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2292/LNBTS-2292,11979,BOG.Corferias-4,BOG.Corferias-4,BOG.Corferias-4,2292,2292,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-787726/LNBTS-787726,12489,BAR.Buenavista-2 (P2),BAR.Buenavista-3,BAR.Buenavista-3,787726,787726,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-415/LNBTS-415,11989,BOG.Calle 69,BOG.Av Chile,BOG.Av Chile,415,415,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524556/LNBTS-524556,11658,MED.Pintuco,MED.San Julian,MED.San Julian,524556,524556,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525475/LNBTS-525475,11613,MED.CC Tesoro,MED.CC Tesoro,MED.CC Tesoro,525475,525475,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-910/LNBTS-910,11768,BOG.Av Chile,BOG.Pedagogica,BOG.Pedagogica,910,910,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1123/LNBTS-1123,16386,BUC.Granada,BUC.Centro-2,BUC.Centro-2,1123,1123,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524592/LNBTS-524592,12374,MED.Envigado Parque,MED.Barrio Las Flores,MED.Barrio Las Flores,524592,524592,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525603/LNBTS-525603,12109,MED.San Carbon,MED.Santa Fe-2,MED.Santa Fe-2,525603,525603,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-844/LNBTS-844,11566,BOG.Emaus-1,BOG.Lourdes-1,BOG.Lourdes-1,844,844,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1124/LNBTS-1124,16243,BUC.Exito,BUC.Centro-3,BUC.Centro-3,1124,1124,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524433/LNBTS-524433,12117,MED.Cohan,MED.Belen las Playas,MED.Belen las Playas,524433,524433,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-612992/LNBTS-612992,16048,CAL.Carvajal-2,CAL.Carvajal-2,CAL.Carvajal-2,612992,612992,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524614/LNBTS-524614,11646,MED.Loma de los Benedictinos,MED.Ensenanza,MED.Ensenanza,524614,524614,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1442/LNBTS-1442,16705,VCO.Vizcaya,VCO.Vizcaya,VCO.Vizcaya,1442,1442,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524580/LNBTS-524580,12088,MED.Santa Maria de los Angeles,MED.Aguacatala,MED.Aguacatala,524580,524580,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-613629/LNBTS-613629,16059,CAL.Horizonte,CAL.Horizonte,CAL.Horizonte,613629,613629,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1119/LNBTS-1119,16120,BUC.Rb Provenza-2,BUC.Canaveral,BUC.Canaveral,1119,1119,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1167/LNBTS-1167,16313,BUC.Cabecera-3,BUC.San Pio-2,BUC.San Pio-2,1167,1167,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1125/LNBTS-1125,16313,BUC.Cabecera-3,BUC.Chicamocha,BUC.Chicamocha,1125,1125,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524627/LNBTS-524627,11664,MED.Transversal Inferior,MED.Hotel Dann,MED.Hotel Dann,524627,524627,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1110/LNBTS-1110,16442,BUC.San Pio-2,BUC.Antonia Santos-3,BUC.Antonia Santos-3,1110,1110,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524506/LNBTS-524506,12087,MED.San Lucas,MED.La FLA,MED.La FLA,524506,524506,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-786796/LNBTS-786796,12561,BAR.Patinodromo,BAR.Patinodromo,BAR.Patinodromo,786796,786796,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-452/LNBTS-452,15273,BOG.El Greco,BOG.El Greco,BOG.El Greco,452,452,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-386/LNBTS-386,15733,BOG.Maloka,BOG.Maloka,BOG.Maloka,386,386,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524606/LNBTS-524606,12409,MED.Mayorca,MED.Crystal Caldas,MED.Crystal Caldas,524606,524606,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-4208/LNBTS-4208,16442,BUC.San Pio-2,BUC.Rb Neomundo,BUC.Rb Neomundo,4208,4208,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1146/LNBTS-1146,16306,BUC.Alfonso Lopez,BUC.La Isla,BUC.La Isla,1146,1146,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1118/LNBTS-1118,16306,BUC.Alfonso Lopez,BUC.Campo Hermoso,BUC.Campo Hermoso,1118,1118,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524583/LNBTS-524583,12112,MED.Alpujarra,MED.Altos de San Diego-2:H2,MED.Altos de San Diego-2:H2,524583,524583,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524622/LNBTS-524622,12118,MED.Cristo Rey,MED.Exito Poblado,MED.Exito Poblado,524622,524622,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525603/LNBTS-525603,11656,MED.Manila,MED.Santa Fe-2,MED.Santa Fe-2,525603,525603,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-471/LNBTS-471,11971,BOG.Santa Bibiana-3,BOG.Molinos Norte,BOG.Molinos Norte,471,471,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-421/LNBTS-421,11557,BOG.Calle 95-2:H2,BOG.Calle 95,BOG.Calle 95,421,421,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-525492/LNBTS-525492,11645,MED.Cl.Rosario Poblado:H1,MED.Cl.Rosario Poblado,MED.Cl.Rosario Poblado,525492,525492,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-1177/LNBTS-1177,16306,BUC.Alfonso Lopez,BUC.Exito,BUC.Exito,1177,1177,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-5540/LNBTS-5540,16221,BOG.Galan,BOG.Jazmin-2,BOG.Jazmin-2,5540,5540,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-2895/LNBTS-2895,15766,BOG.Profamilia,BOG.Profamilia,BOG.Profamilia,2895,2895,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-13647/LNBTS-13647,11668,MED.Zuniga,MED.Zuniga,MED.Zuniga,13647,13647,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-787482/LNBTS-787482,12491,BAR.Buenavista-3,BAR.Parque Padilla (P1),BAR.Parque Padilla (P1),787482,787482,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524691/LNBTS-524691,12149,MED.La Florida,MED.Vizcaya-2,MED.Vizcaya-2,524691,524691,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-527399/LNBTS-527399,11655,MED.Jardin Botanico,MED.UDEA,MED.UdeA,527399,527399,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-787358/LNBTS-787358,12539,BAR.Palmas del Rio,BAR.Via 40-4 (P1),BAR.Via 40-4 (P1),787358,787358,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-12242/LNBTS-12242,16110,BUC.Balcones de Provenza,BUC.Sede CC La Florida,BUC.Sede CC La Florida,12242,12242,0,622656,0,1,0,2,30
PLMN-PLMN/MRBTS-524629/LNBTS-524629,11661,MED.Vizcaya-2,MED.Inter,MED.Inter,524629,524629,0,622656,0,1,0,2,30
